FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 3/20/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Open Loop 
 
 Set Point (V) 	 Actuator Value (V) 	 Piezo Signal (V) 
0.995728	0.981384	0.691498
0.993439	0.984222	0.689270
0.990692	0.985809	0.691498
0.987457	0.987701	0.692139
0.983734	0.988983	0.690552
0.979553	0.990234	0.696289
0.974884	0.989929	0.692780
0.969757	0.990234	0.690857
0.964203	0.989288	0.689270
0.958160	0.988647	0.688629
0.951691	0.987091	0.686737
0.944763	0.985504	0.687988
0.937408	0.983276	0.685760
0.929626	0.979492	0.689575
0.921417	0.976349	0.681641
0.912811	0.972870	0.676208
0.903809	0.968750	0.676544
0.894409	0.963379	0.674622
0.884613	0.959259	0.675262
0.874451	0.952942	0.666992
0.863892	0.946960	0.660278
0.853027	0.940643	0.659668
0.841797	0.932739	0.657104
0.830231	0.926086	0.650421
0.818329	0.917877	0.644379
0.806122	0.908722	0.642456
0.793640	0.901459	0.631317
0.780853	0.891022	0.625275
0.767792	0.882172	0.615387
0.754456	0.872375	0.606476
0.740906	0.861633	0.606781
0.727112	0.851227	0.593750
0.713074	0.840790	0.586090
0.698853	0.828766	0.579712
0.684418	0.816467	0.570801
0.669800	0.805084	0.559021
0.655029	0.792755	0.554260
0.640106	0.780121	0.545959
0.625061	0.767487	0.541840
0.609894	0.754852	0.534515
0.594604	0.741882	0.520172
0.579224	0.728607	0.513153
0.563751	0.715027	0.504578
0.548248	0.701447	0.495331
0.532684	0.687531	0.484497
0.517090	0.673340	0.476532
0.501465	0.659119	0.467621
0.485840	0.644897	0.450439
0.470245	0.630035	0.444702
0.454681	0.615814	0.433228
0.439148	0.600037	0.424622
0.423676	0.584869	0.413818
0.408295	0.569702	0.401398
0.392975	0.554199	0.393738
0.377777	0.539368	0.380371
0.362701	0.522919	0.370178
0.347748	0.507446	0.360626
0.332947	0.491638	0.349792
