FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 9/16/2014 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Disp. Clamp 
 
 Set Point (um) 	 Actuator Position (um) 	 Piezo Position (um) 
0.000000	0.000000	92.800140
0.000000	-0.016022	92.473602
0.000000	-0.007629	92.609406
0.000000	0.000000	92.744446
0.000000	0.016022	93.031311
0.000000	-0.007629	93.054962
0.000000	0.007629	92.927551
0.000000	-0.007629	92.848206
0.000000	0.000000	92.951202
0.000000	0.000000	92.712402
0.000000	-0.007629	92.864227
0.000000	0.016022	92.951202
0.000000	-0.007629	92.911530
0.000000	-0.007629	92.832184
0.000000	-0.007629	92.895508
0.000000	-0.016022	92.768097
