FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 3/10/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Open Loop 
 
 Set Point (V) 	 Actuator Value (V) 	 Piezo Signal (V) 
0.000000	0.000946	-0.652374
0.000000	0.000946	-0.654602
0.000000	0.000946	-0.659698
0.000000	0.000946	-0.654938
0.000000	0.000946	-0.652069
0.000000	0.000641	-0.655884
0.000000	0.000641	-0.652710
0.000000	0.000336	-0.649506
0.000000	0.000946	-0.655579
0.000000	0.000641	-0.651123
0.000000	0.000946	-0.651733
0.000000	0.000946	-0.655579
0.000000	0.000946	-0.651733
0.000000	0.001282	-0.651428
0.000000	0.001282	-0.653351
0.000000	0.000641	-0.653656
0.000000	0.000946	-0.652374
0.000000	0.000336	-0.651733
0.000000	0.001282	-0.654297
0.000000	0.000641	-0.650146
0.000000	0.000641	-0.655243
0.000000	0.001282	-0.658447
0.000000	0.000336	-0.655579
0.000000	0.000641	-0.657806
0.000000	0.000946	-0.647278
0.000000	0.000946	-0.647278
0.000000	0.001282	-0.654602
0.000000	0.001282	-0.655884
0.000000	0.000641	-0.660034
0.000000	0.001282	-0.660034
0.000000	0.000946	-0.653015
0.000000	0.001282	-0.650787
0.000000	0.000946	-0.654602
0.000000	0.000641	-0.651428
0.000000	0.001587	-0.653351
0.000000	0.001282	-0.651123
0.000000	0.000641	-0.653351
0.000000	0.001282	-0.652374
0.000000	0.001587	-0.649200
0.000000	0.000946	-0.656830
0.000000	0.000641	-0.655579
0.000000	0.000946	-0.658447
0.000000	0.000641	-0.657471
0.000000	0.000641	-0.653015
0.000000	0.000946	-0.654297
0.000000	0.000946	-0.653015
0.000000	0.001282	-0.660339
0.000000	0.000641	-0.651123
0.000000	0.000641	-0.647614
0.000000	0.000336	-0.655884
0.000000	0.001282	-0.650146
0.000000	0.000946	-0.653015
0.000000	0.000641	-0.659393
0.000000	0.000946	-0.649200
0.000000	0.001282	-0.655579
0.000000	0.001282	-0.657806
0.000000	0.000946	-0.653656
0.000000	0.000946	-0.654602
0.000000	0.001587	-0.651123
0.000000	0.000641	-0.658447
0.000000	0.001282	-0.654297
0.000000	0.000946	-0.654602
0.000000	0.000946	-0.654602
0.000000	0.001282	-0.653351
0.000000	0.000641	-0.653656
0.000000	0.000641	-0.652710
0.000000	0.000946	-0.650146
0.000000	0.000641	-0.654938
0.000000	0.000946	-0.650146
0.000000	0.001282	-0.651733
0.000000	0.000336	-0.652374
0.000000	0.000641	-0.657166
0.000000	0.001282	-0.653656
0.000000	0.000641	-0.653015
0.000000	0.000946	-0.651733
0.000000	0.000946	-0.659698
0.000000	0.001282	-0.654938
0.000000	0.000946	-0.661316
0.000000	0.000641	-0.652710
0.000000	0.000641	-0.657806
0.000000	0.000946	-0.651733
0.000000	0.000946	-0.654297
0.000000	0.000946	-0.653992
0.000000	0.000641	-0.655243
0.000000	0.000946	-0.655579
0.000000	0.000946	-0.647614
0.000000	0.000641	-0.653656
0.000000	0.001282	-0.656219
0.000000	0.000641	-0.661316
0.000000	0.000946	-0.646027
0.000000	0.001282	-0.652069
0.000000	0.000946	-0.651428
0.000000	0.000641	-0.655884
0.000000	0.001282	-0.663208
0.000000	0.001282	-0.655884
0.000000	0.001282	-0.654602
0.000000	0.000946	-0.645691
0.000000	0.000946	-0.654938
0.000000	0.000946	-0.650146
0.000000	0.001282	-0.655579
0.000000	0.000946	-0.650146
0.000000	0.000336	-0.656219
0.000000	0.000641	-0.648895
0.000000	0.000000	-0.656219
0.000000	0.000946	-0.653351
0.000000	0.000946	-0.653015
0.000000	0.000946	-0.651123
0.000000	0.000946	-0.649506
0.000000	0.000946	-0.651428
0.000000	0.000946	-0.657806
0.000000	0.000641	-0.651733
0.000000	0.001282	-0.647614
0.000000	0.000946	-0.648560
0.000000	0.000946	-0.653351
0.000000	0.000946	-0.659058
0.000000	0.001282	-0.654602
0.000000	0.000641	-0.652374
0.000000	0.000000	-0.648560
0.000000	0.001587	-0.642181
0.000000	0.000641	-0.652374
0.000000	0.001892	-0.653351
0.000000	0.000946	-0.652374
0.000000	0.000946	-0.653992
0.000000	0.000946	-0.647919
0.000000	0.001587	-0.655243
0.000000	0.000641	-0.651428
0.000000	0.000946	-0.649200
0.000000	0.000946	-0.659393
0.000000	0.000641	-0.654602
0.000000	0.000946	-0.654297
0.000000	0.000641	-0.645691
0.000000	0.000946	-0.645691
0.000000	0.000946	-0.654938
0.000000	0.000946	-0.651428
0.000000	0.000336	-0.657166
0.000000	0.000641	-0.658752
0.000000	0.000641	-0.654602
0.000000	0.001282	-0.649506
0.000000	0.001892	-0.654938
0.000000	0.001282	-0.652069
0.000000	0.001282	-0.654602
0.000000	0.000641	-0.654297
0.000000	0.000336	-0.655884
0.000000	0.000946	-0.650482
0.000000	0.001282	-0.651428
0.000000	0.000946	-0.653992
0.000000	0.001282	-0.654602
0.000000	0.001587	-0.659058
0.000000	0.000946	-0.649841
0.000000	0.001282	-0.652374
0.000000	0.000946	-0.653656
0.000000	0.000946	-0.653351
0.000000	0.000641	-0.657806
0.000000	0.000641	-0.648254
0.000000	0.000946	-0.659058
0.000000	0.000641	-0.651123
0.000000	0.000946	-0.650146
0.000000	0.000641	-0.653015
0.000000	0.001587	-0.654602
0.000000	0.000641	-0.649200
0.000000	0.000946	-0.653351
0.000000	0.000946	-0.652374
0.000000	0.000000	-0.647919
0.000000	0.001282	-0.659058
0.000000	0.000946	-0.660034
0.000000	0.000641	-0.652069
0.000000	0.001282	-0.651428
0.000000	0.000641	-0.649841
0.000000	0.000641	-0.646332
0.000000	0.000946	-0.646332
0.000000	0.000336	-0.654297
0.000000	0.000946	-0.648254
0.000000	0.001282	-0.650482
0.000000	0.001282	-0.652374
0.000000	0.000641	-0.657806
0.000000	0.000946	-0.654297
0.000000	0.001282	-0.652069
0.000000	0.000946	-0.648895
0.000000	0.001282	-0.651123
0.000000	0.000946	-0.651733
0.000000	0.001282	-0.645050
0.000000	0.000641	-0.657471
0.000000	0.001587	-0.648560
0.000000	0.001282	-0.653015
