FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 5/14/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Open Loop 
 
 Set Point (V) 	 Actuator Value (V) 	 Piezo Signal (V) 
0.000000	0.000000	0.461304
0.000000	-0.000305	0.464813
0.000000	0.000000	0.470856
0.000000	0.000305	0.465759
0.000000	-0.000305	0.456848
0.000000	0.000000	0.431976
0.000000	-0.000305	0.466705
0.000000	-0.000641	0.442505
0.000000	-0.000305	0.485199
0.000000	-0.000305	0.477539
0.000000	-0.000305	0.461945
0.000000	0.000305	0.432953
0.000000	-0.000305	0.473083
0.000000	-0.000305	0.462891
0.000000	-0.000641	0.467987
0.000000	-0.000641	0.475647
0.000000	0.000305	0.476257
0.000000	0.000000	0.462250
0.000000	0.000305	0.451416
0.000000	0.000305	0.458099
0.000000	0.000641	0.481689
0.000000	0.000000	0.456207
0.000000	-0.000305	0.473724
0.000000	-0.000305	0.495056
0.000000	0.000305	0.461945
0.000000	0.000305	0.455566
0.000000	-0.000946	0.466400
0.000000	-0.000305	0.497925
0.000000	0.000000	0.473419
0.000000	-0.000305	0.449524
0.000000	0.000000	0.451416
0.000000	0.000000	0.463837
0.000000	-0.000305	0.477539
0.000000	0.000000	0.463837
0.000000	-0.000305	0.486145
0.000000	-0.000305	0.471497
0.000000	-0.000305	0.457153
0.000000	-0.000641	0.444092
0.000000	0.000000	0.474365
0.000000	-0.000305	0.478516
0.000000	-0.000305	0.467346
0.000000	0.000000	0.471497
0.000000	0.000000	0.466064
0.000000	0.000000	0.442200
0.000000	-0.000305	0.437103
0.000000	-0.000305	0.460663
0.000000	0.000641	0.483276
0.000000	0.000000	0.536469
0.000000	-0.000641	0.470551
0.000000	-0.000305	0.445038
0.000000	0.000305	0.455872
0.000000	0.000000	0.474365
0.000000	0.000305	0.511322
0.000000	-0.000641	0.492828
0.000000	-0.000305	0.486145
0.000000	-0.000305	0.436127
0.000000	-0.000641	0.451111
0.000000	-0.000305	0.462585
0.000000	-0.000305	0.453339
0.000000	0.000000	0.459381
0.000000	-0.000305	0.448547
0.000000	-0.000305	0.476257
0.000000	0.000305	0.453644
0.000000	0.000641	0.496674
0.000000	-0.000305	0.458099
0.000000	0.000000	0.495697
0.000000	-0.000305	0.457489
0.000000	-0.000305	0.503021
0.000000	-0.000305	0.475311
0.000000	0.000000	0.455261
0.000000	0.000000	0.489960
0.000000	0.000000	0.494446
0.000000	-0.000305	0.474670
0.000000	-0.000305	0.457489
0.000000	-0.000946	0.463531
0.000000	-0.000305	0.455566
0.000000	0.000305	0.472778
0.000000	-0.000305	0.458435
0.000000	0.000000	0.468323
0.000000	-0.000305	0.453979
0.000000	0.000000	0.451752
0.000000	0.000000	0.466064
0.000000	-0.000305	0.484558
0.000000	-0.000641	0.480743
0.000000	0.000000	0.480408
0.000000	-0.000305	0.472137
0.000000	-0.000305	0.466705
0.000000	0.000000	0.476257
0.000000	0.000305	0.470551
0.000000	-0.000305	0.463531
0.000000	-0.000305	0.479126
0.000000	-0.000305	0.449524
0.000000	-0.000305	0.467346
0.000000	0.000000	0.481384
0.000000	0.000641	0.462891
0.000000	0.000000	0.476257
0.000000	-0.000305	0.455261
0.000000	-0.000305	0.450165
0.000000	-0.000305	0.464172
0.000000	-0.000641	0.485504
0.000000	0.000305	0.472443
0.000000	0.000000	0.469910
0.000000	-0.000641	0.469269
0.000000	-0.000305	0.448242
0.000000	0.000000	0.454926
0.000000	-0.000946	0.483917
0.000000	-0.000305	0.490295
0.000000	-0.000305	0.479767
0.000000	0.000000	0.463531
0.000000	0.000000	0.428802
0.000000	-0.000641	0.448547
0.000000	0.000000	0.456207
0.000000	0.000305	0.471497
0.000000	-0.000305	0.474030
0.000000	-0.000305	0.466705
0.000000	-0.000305	0.460968
0.000000	-0.000305	0.465118
0.000000	-0.000305	0.453339
0.000000	0.000000	0.464813
0.000000	-0.000641	0.502380
0.000000	-0.000305	0.452698
0.000000	-0.000305	0.429443
0.000000	0.000000	0.419556
0.000000	-0.000305	0.464478
0.000000	-0.000641	0.466705
0.000000	-0.000641	0.482635
0.000000	-0.000305	0.467041
0.000000	-0.000305	0.431671
0.000000	-0.000305	0.452698
0.000000	-0.000305	0.449524
0.000000	-0.000641	0.439941
0.000000	0.000000	0.474030
0.000000	-0.000305	0.473083
0.000000	-0.000305	0.454620
0.000000	-0.000305	0.475006
0.000000	-0.000305	0.459717
0.000000	-0.000305	0.468933
0.000000	-0.000305	0.472778
0.000000	-0.000305	0.471802
0.000000	-0.000305	0.466064
0.000000	-0.000305	0.454285
0.000000	-0.000946	0.463531
0.000000	0.000000	0.461609
0.000000	0.000000	0.464172
0.000000	-0.000305	0.479126
0.000000	0.000000	0.460968
0.000000	0.000000	0.433899
0.000000	-0.000305	0.473724
0.000000	-0.000641	0.474365
0.000000	-0.000305	0.431030
0.000000	-0.000305	0.482635
0.000000	-0.000305	0.454620
0.000000	-0.000305	0.424347
0.333344	0.000305	0.466064
0.333344	0.012299	0.458740
0.333344	0.045441	0.480103
0.333344	0.100067	0.484863
0.333344	0.159729	0.492828
0.333344	0.211182	0.515137
0.333344	0.249695	0.523102
0.333344	0.278107	0.542206
0.333344	0.299896	0.564209
0.333344	0.313782	0.567688
0.666656	0.318512	0.566101
0.666656	0.333038	0.547302
0.666656	0.370300	0.561981
0.666656	0.429016	0.631409
0.666656	0.493408	0.605286
0.666656	0.547089	0.601471
0.666656	0.584351	0.612946
0.666656	0.614319	0.615814
0.666656	0.633575	0.648926
0.666656	0.646851	0.618683
1.000000	0.649689	0.650208
1.000000	0.665161	0.594147
1.000000	0.700836	0.619934
1.000000	0.760498	0.634277
1.000000	0.825195	0.651154
1.000000	0.880463	0.649567
1.000000	0.921814	0.658508
1.000000	0.950226	0.683014
1.000000	0.968536	0.706268
1.000000	0.979584	0.676331
1.333344	0.982727	0.719025
1.333344	0.997559	0.676971
1.333344	1.031982	0.741638
1.333344	1.091339	0.700562
1.333344	1.158264	0.701813
1.333344	1.214752	0.711700
1.333344	1.255493	0.683990
1.333344	1.282654	0.700867
1.333344	1.302216	0.784973
1.333344	1.313904	0.768707
1.666656	1.316101	0.750885
1.666656	1.330627	0.693542
1.666656	1.364075	0.724426
1.666656	1.424713	0.770966
1.666656	1.493195	0.761078
1.666656	1.549713	0.804077
1.666656	1.591064	0.756622
1.666656	1.617889	0.773193
1.666656	1.635895	0.782745
1.666656	1.645355	0.793579
2.000000	1.647888	0.824799
2.000000	1.662415	0.801849
2.000000	1.696808	0.804413
2.000000	1.757111	0.815857
2.000000	1.824982	0.817780
2.000000	1.882751	0.830200
2.000000	1.925690	0.834351
2.000000	1.951569	0.823822
2.000000	1.969269	0.861115
2.000000	1.977478	0.848694
2.000000	1.979034	0.824463
2.000000	1.983459	0.832428
2.000000	1.982208	0.848999
2.000000	1.984406	0.839752
2.000000	1.985687	0.819702
2.000000	1.984100	0.810760
2.000000	1.987244	0.788147
2.000000	1.989136	0.774445
2.000000	1.990723	0.787842
2.000000	1.992950	0.782410
2.000000	1.995789	0.802185
2.000000	1.998627	0.799622
