FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 5/14/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Open Loop 
 
 Set Point (V) 	 Actuator Value (V) 	 Piezo Signal (V) 
0.000000	0.000000	0.344055
0.000000	-0.000946	0.295319
0.000000	-0.000305	0.310944
0.000000	0.000000	0.341187
0.000000	0.000305	0.356171
0.000000	-0.000641	0.284180
0.000000	0.000000	0.323364
0.000000	-0.000305	0.344696
0.000000	-0.000641	0.336731
0.000000	0.000305	0.347900
0.000000	0.000000	0.339935
0.000000	-0.000305	0.296906
0.000000	-0.000305	0.323364
0.000000	-0.000641	0.312195
0.000000	-0.000641	0.319855
0.000000	0.000000	0.345673
0.000000	0.000000	0.332611
0.000000	-0.000305	0.344696
0.000000	-0.000305	0.316040
0.000000	-0.000305	0.327515
0.000000	0.000000	0.334503
0.000000	-0.000305	0.349487
0.000000	0.000000	0.323364
0.000000	0.000305	0.309662
0.000000	-0.000305	0.277496
0.000000	0.000000	0.313812
0.000000	-0.000305	0.368591
0.000000	0.000000	0.342804
0.000000	-0.000305	0.344696
0.000000	-0.000641	0.324005
0.000000	-0.000946	0.302643
0.000000	0.000000	0.352356
0.000000	0.000641	0.327179
0.000000	-0.000305	0.348511
0.000000	-0.000305	0.335449
0.000000	-0.000641	0.299469
0.000000	-0.000305	0.308716
0.000000	-0.000305	0.304565
0.000000	-0.000305	0.337708
0.000000	0.000000	0.336090
0.000000	0.000000	0.322083
0.000000	-0.000305	0.331970
0.000000	0.000000	0.316040
0.000000	-0.000305	0.315399
0.000000	-0.000305	0.342804
0.000000	0.000305	0.319550
0.000000	0.000000	0.336731
0.000000	-0.000305	0.358093
0.000000	-0.000305	0.328125
0.000000	-0.000305	0.291168
0.000000	0.000000	0.314117
0.000000	-0.000305	0.334503
0.000000	-0.000305	0.331329
0.000000	0.000000	0.307434
0.000000	0.000000	0.327820
0.000000	0.000000	0.318573
0.000000	0.000000	0.332916
0.000000	0.000000	0.319550
0.000000	0.000000	0.338654
0.000000	0.000000	0.335144
0.000000	0.000000	0.328766
0.000000	0.000305	0.326233
0.000000	0.000305	0.317627
0.000000	0.000305	0.345673
0.000000	0.000000	0.340546
0.000000	0.000305	0.326538
0.000000	-0.000946	0.311249
0.000000	-0.000305	0.326538
0.000000	-0.000305	0.316345
0.000000	-0.000305	0.332916
0.000000	0.000000	0.332916
0.000000	0.000641	0.338654
0.000000	0.000305	0.322388
0.000000	-0.000305	0.319550
